Transaction_ID,Customer_Age,Gender,Income_Category,Transaction_Amount,Transaction_Type,Merchant_Type,Previous_Transactions,Fraudulent
TXN15296,53,Female,Very High,1737.17,Online,Clothing,18,0
TXN15297,18,Female,Low,251.36,Online,Grocery,47,0
TXN15298,21,Male,Medium,624.39,Online,Grocery,48,0
TXN15299,21,Male,Medium,3744.66,In-store,Clothing,1,0
TXN15300,43,Female,Low,1240.68,Online,Clothing,23,0
TXN15301,21,Female,Medium,1371.03,Online,Clothing,33,0
TXN15302,66,Male,Low,2442.02,Online,Grocery,45,0
TXN15303,26,Male,High,788.99,In-store,Grocery,40,0
TXN15304,47,Male,Medium,4844.71,Online,Grocery,48,0
TXN15305,68,Female,High,1906.83,In-store,Clothing,27,0
TXN15306,62,Male,Low,2235.56,Online,Grocery,8,0
TXN15307,21,Male,Medium,372.77,Online,Clothing,35,0
TXN15308,22,Male,Low,2792.63,In-store,Grocery,40,0
TXN15309,62,Male,Low,3991.75,In-store,Grocery,39,0
TXN15310,40,Female,Low,2113.22,In-store,Electronics,44,0
TXN15311,33,Male,Medium,837.94,Online,Grocery,40,0
TXN15312,39,Male,Medium,136.89,In-store,Grocery,13,0
TXN15313,54,Male,Low,1742.95,In-store,Others,48,0
TXN15314,25,Male,Low,4306.87,In-store,Clothing,43,0
TXN15315,65,Male,High,513.97,In-store,Entertainment,10,0
TXN15316,50,Female,Medium,4780.51,Online,Clothing,6,0
TXN15317,55,Male,Low,4370.94,Online,Grocery,13,0
TXN15318,60,Male,Low,217.06,In-store,Clothing,17,0
TXN15319,33,Female,Low,418.92,In-store,Others,6,0
TXN15320,22,Female,Medium,2230.99,Online,Electronics,44,0
TXN15321,33,Male,Medium,409.39,In-store,Clothing,24,0
TXN15322,24,Male,Low,4767.64,In-store,Grocery,32,0
TXN15323,68,Female,Medium,125.06,Online,Clothing,34,0
TXN15324,18,Male,High,4711.03,In-store,Entertainment,43,0
TXN15325,26,Female,Medium,3238.7,In-store,Others,26,0
TXN15326,35,Female,High,2732.95,In-store,Clothing,15,0
TXN15327,62,Female,Medium,3273.81,Online,Others,31,0
TXN15328,64,Male,Low,647.08,Online,Electronics,31,0
TXN15329,20,Male,Low,3752.11,Online,Grocery,0,0
TXN15330,41,Female,Low,1316.72,In-store,Others,29,0
TXN15331,45,Female,Low,3887.71,Online,Others,14,0
TXN15332,27,Male,Medium,4133.91,Online,Grocery,33,0
TXN15333,26,Male,Medium,2179.58,Online,Electronics,46,0
TXN15334,30,Female,Medium,2284.02,Online,Electronics,36,0
TXN15335,65,Female,Medium,1084.56,In-store,Clothing,33,0
TXN15336,52,Female,Very High,2925.03,In-store,Grocery,40,0
TXN15337,40,Male,Medium,426.66,In-store,Others,46,0
TXN15338,64,Male,Low,1466.44,Online,Grocery,10,0
TXN15339,34,Male,Medium,843.37,Online,Clothing,1,0
TXN15340,63,Female,Low,4435.77,Online,Others,39,0
TXN15341,24,Male,Low,3509.52,Online,Grocery,40,0
TXN15342,69,Female,Medium,3761.94,In-store,Others,40,0
TXN15343,33,Male,Very High,3957.43,Online,Grocery,18,0
TXN15344,57,Male,High,686.42,In-store,Clothing,27,0
TXN15345,53,Female,Medium,4368.03,In-store,Electronics,21,0
TXN15346,37,Female,High,3255.04,Online,Others,41,0
TXN15347,41,Male,High,1004.12,In-store,Others,31,0
TXN15348,64,Male,Very High,4676.95,Online,Grocery,33,0
TXN15349,22,Female,Medium,2196.48,Online,Electronics,36,0
TXN15350,62,Female,Low,1803.04,In-store,Others,11,0
TXN15351,23,Female,Low,1428.0,Online,Others,28,0
TXN15352,45,Male,Low,3210.01,Online,Electronics,48,0
TXN15353,22,Female,Medium,2259.31,In-store,Grocery,49,0
TXN15354,66,Female,Low,873.62,In-store,Clothing,49,0
TXN15355,56,Female,Low,3850.59,In-store,Others,46,0
TXN15356,55,Female,Low,799.67,In-store,Others,26,0
TXN15357,19,Female,Medium,1968.09,Online,Grocery,47,0
TXN15358,60,Male,High,2839.31,Online,Entertainment,16,0
TXN15359,56,Male,Low,243.22,In-store,Others,47,0
TXN15360,38,Female,Medium,3511.27,Online,Entertainment,38,0
TXN15361,57,Male,Low,375.66,Online,Grocery,9,0
TXN15362,54,Female,Very High,172.61,Online,Grocery,23,1
TXN15363,35,Male,Very High,2189.94,Online,Entertainment,7,0
TXN15364,65,Male,Medium,2348.67,Online,Electronics,28,0
TXN15365,63,Male,Medium,1623.12,In-store,Others,0,0
TXN15366,29,Male,High,2025.05,Online,Clothing,5,0
TXN15367,34,Female,Very High,424.2,In-store,Grocery,40,0
TXN15368,54,Male,Medium,3110.44,Online,Electronics,15,0
TXN15369,63,Male,High,3739.36,In-store,Others,5,0
TXN15370,55,Female,Low,1058.68,Online,Grocery,9,0
TXN15371,32,Male,Low,905.63,Online,Others,18,0
TXN15372,24,Female,High,189.81,In-store,Clothing,9,0
TXN15373,31,Male,Very High,2354.98,Online,Others,16,0
TXN15374,67,Male,Medium,3457.98,Online,Entertainment,30,0
TXN15375,18,Male,Medium,3589.09,Online,Others,2,0
TXN15376,55,Female,Medium,173.85,In-store,Grocery,5,0
TXN15377,20,Female,High,4845.13,Online,Others,34,0
TXN15378,54,Female,High,4921.09,Online,Entertainment,10,0
TXN15379,61,Male,High,4136.38,Online,Grocery,24,0
TXN15380,48,Female,Low,3440.31,Online,Others,18,0
TXN15381,60,Male,High,1845.8,Online,Others,38,0
TXN15382,30,Female,High,1958.39,In-store,Others,45,1
TXN15383,65,Female,Low,4538.72,In-store,Entertainment,2,1
TXN15384,35,Male,Medium,1386.22,In-store,Electronics,19,0
TXN15385,34,Male,Low,4378.47,Online,Entertainment,9,0
TXN15386,34,Male,Low,760.82,In-store,Clothing,49,0
TXN15387,28,Female,Medium,1634.56,In-store,Grocery,33,0
TXN15388,37,Female,Low,2122.21,Online,Grocery,24,0
TXN15389,27,Female,Low,3099.21,Online,Clothing,39,0
TXN15390,46,Female,Medium,3723.53,Online,Others,6,0
TXN15391,65,Female,High,697.87,In-store,Entertainment,28,0
TXN15392,51,Male,Low,2006.39,In-store,Electronics,34,0
TXN15393,34,Female,Very High,1865.3,Online,Clothing,28,0
TXN15394,69,Male,High,1513.6,In-store,Clothing,42,0
TXN15395,59,Female,Medium,2261.6,Online,Others,1,0
TXN15396,30,Male,Low,3656.31,Online,Electronics,7,0
TXN15397,61,Male,Very High,2792.66,Online,Clothing,8,0
TXN15398,64,Female,Medium,2527.88,Online,Clothing,21,0
TXN15399,56,Female,Medium,2594.03,In-store,Grocery,4,0
TXN15400,44,Female,Medium,3561.0,Online,Entertainment,13,0
TXN15401,43,Female,Medium,2781.34,In-store,Others,9,0
TXN15402,45,Female,High,3550.1,Online,Grocery,44,0
TXN15403,30,Male,Low,2518.22,In-store,Electronics,28,0
TXN15404,29,Male,Medium,3464.78,In-store,Others,34,0
TXN15405,61,Female,Medium,4243.67,In-store,Grocery,13,0
TXN15406,45,Female,Low,402.56,In-store,Grocery,14,0
TXN15407,19,Male,Medium,3765.56,In-store,Grocery,45,0
TXN15408,54,Male,Medium,4072.48,Online,Clothing,4,0
TXN15409,51,Female,Low,3739.64,In-store,Others,6,0
TXN15410,40,Female,Low,1160.46,In-store,Others,18,0
TXN15411,69,Male,Low,593.62,Online,Clothing,40,0
TXN15412,62,Male,High,4582.12,Online,Grocery,12,0
TXN15413,46,Female,Low,1712.58,Online,Clothing,6,0
TXN15414,52,Male,High,923.06,Online,Electronics,17,0
TXN15415,28,Male,High,3384.49,Online,Grocery,25,0
TXN15416,65,Female,Low,4341.44,In-store,Others,22,0
TXN15417,50,Male,Low,4928.33,Online,Clothing,17,0
TXN15418,68,Male,Low,2719.12,Online,Grocery,29,0
TXN15419,28,Male,Medium,4396.66,Online,Electronics,10,0
TXN15420,26,Male,Very High,2424.39,Online,Clothing,47,0
TXN15421,31,Female,Low,2710.67,Online,Grocery,7,0
TXN15422,26,Female,Low,2840.86,In-store,Grocery,46,0
TXN15423,56,Male,Medium,4371.65,In-store,Others,15,0
TXN15424,65,Male,High,1211.57,In-store,Clothing,2,1
TXN15425,20,Male,High,3737.22,Online,Others,15,0
TXN15426,46,Male,Low,1697.92,Online,Others,45,1
TXN15427,36,Female,High,497.97,Online,Clothing,13,0
TXN15428,53,Male,Medium,4881.51,In-store,Others,1,0
TXN15429,49,Male,High,4629.24,In-store,Others,4,0
TXN15430,24,Female,Medium,2540.68,Online,Clothing,4,0
TXN15431,45,Male,Low,778.06,Online,Others,42,0
TXN15432,61,Male,Low,4320.49,In-store,Electronics,45,0
TXN15433,35,Female,High,2016.92,Online,Electronics,48,0
TXN15434,22,Female,High,2569.66,In-store,Others,43,0
TXN15435,40,Female,Low,4947.38,Online,Entertainment,5,0
TXN15436,39,Female,Medium,2335.03,In-store,Clothing,14,0
TXN15437,43,Female,High,746.17,In-store,Entertainment,30,0
TXN15438,59,Female,High,3326.79,In-store,Clothing,8,0
TXN15439,29,Male,Medium,2760.87,In-store,Electronics,47,0
TXN15440,57,Female,Low,913.88,In-store,Clothing,6,0
TXN15441,36,Male,Low,949.31,Online,Grocery,7,0
TXN15442,64,Female,Medium,4601.41,Online,Others,44,0
TXN15443,18,Male,High,208.36,Online,Entertainment,49,0
TXN15444,20,Male,Medium,3120.04,Online,Grocery,11,0
TXN15445,44,Male,Low,3953.54,Online,Grocery,6,0
TXN15446,35,Male,Medium,1874.25,In-store,Clothing,33,0
TXN15447,67,Male,Low,696.68,In-store,Clothing,5,0
TXN15448,47,Female,High,4603.55,Online,Grocery,31,0
TXN15449,19,Male,High,1311.03,Online,Grocery,20,0
TXN15450,22,Female,Low,910.83,Online,Grocery,30,0
TXN15451,46,Female,Low,325.24,In-store,Entertainment,34,0
TXN15452,50,Female,High,4470.12,Online,Grocery,34,0
TXN15453,59,Male,Medium,2701.71,Online,Electronics,30,0
TXN15454,37,Female,Medium,1952.72,Online,Others,45,0
TXN15455,47,Female,Low,3846.85,Online,Others,11,0
TXN15456,59,Female,High,2635.53,Online,Grocery,18,0
TXN15457,22,Male,Medium,1530.51,Online,Clothing,37,0
TXN15458,67,Male,Medium,1946.57,In-store,Grocery,11,1
TXN15459,38,Male,Low,3797.48,In-store,Clothing,6,0
TXN15460,32,Male,Medium,1344.58,In-store,Clothing,8,0
TXN15461,37,Male,Low,2689.08,In-store,Grocery,9,0
TXN15462,25,Female,High,4329.87,Online,Others,4,0
TXN15463,66,Female,High,4388.03,In-store,Others,20,1
TXN15464,48,Male,Medium,4470.22,Online,Grocery,39,0
TXN15465,29,Female,High,3820.29,Online,Grocery,11,0
TXN15466,38,Male,Medium,2557.89,In-store,Clothing,44,0
TXN15467,47,Male,Low,2502.44,Online,Entertainment,11,0
TXN15468,44,Female,Medium,4789.23,Online,Electronics,37,0
TXN15469,61,Female,Medium,3852.28,Online,Grocery,40,0
TXN15470,43,Female,High,1070.21,In-store,Grocery,4,0
TXN15471,50,Male,Medium,1653.07,Online,Clothing,31,0
TXN15472,43,Male,High,1659.26,In-store,Entertainment,38,0
TXN15473,43,Female,Very High,3873.62,In-store,Others,32,0
TXN15474,53,Female,Medium,2336.42,In-store,Grocery,24,0
TXN15475,57,Male,High,3649.97,Online,Entertainment,23,0
TXN15476,18,Female,Medium,229.36,Online,Entertainment,4,0
TXN15477,32,Male,Very High,3336.12,Online,Grocery,34,0
TXN15478,67,Male,Low,1581.85,Online,Entertainment,6,0
TXN15479,18,Female,High,1101.69,Online,Others,5,0
TXN15480,28,Female,Medium,3322.93,Online,Grocery,10,0
TXN15481,19,Female,Low,525.47,In-store,Grocery,39,0
TXN15482,18,Female,High,3324.24,In-store,Grocery,23,0
TXN15483,48,Female,Low,4969.49,In-store,Clothing,21,0
TXN15484,61,Male,Medium,4587.39,Online,Others,11,0
TXN15485,33,Female,High,3826.15,In-store,Entertainment,12,0
TXN15486,39,Female,Low,1701.93,Online,Clothing,30,0
TXN15487,59,Male,Low,1511.53,Online,Others,12,0
TXN15488,35,Male,Low,4841.76,In-store,Others,44,0
TXN15489,64,Female,High,503.94,Online,Entertainment,40,0
TXN15490,34,Male,Very High,1063.09,Online,Grocery,38,0
TXN15491,47,Male,Low,4142.39,Online,Grocery,4,0
TXN15492,27,Male,Medium,2487.99,Online,Grocery,15,0
TXN15493,52,Male,Low,4511.26,Online,Entertainment,2,0
TXN15494,38,Male,High,1862.22,Online,Others,19,0
TXN15495,33,Female,Very High,1535.55,Online,Grocery,19,0
TXN15496,23,Female,Low,2967.82,Online,Clothing,10,0
TXN15497,20,Female,Medium,3433.91,Online,Electronics,7,0
TXN15498,58,Female,Very High,3343.09,In-store,Clothing,21,0
TXN15499,60,Male,Medium,1279.86,Online,Clothing,49,0
TXN15500,38,Female,Low,4229.96,Online,Entertainment,46,0
TXN15501,30,Female,Very High,2299.83,Online,Clothing,45,0
TXN15502,35,Male,Low,420.73,Online,Others,7,0
TXN15503,41,Male,Low,2762.4,Online,Grocery,9,0
TXN15504,44,Male,High,1436.83,In-store,Grocery,1,0
TXN15505,21,Male,Medium,2953.78,In-store,Clothing,3,0
TXN15506,39,Female,Low,935.61,In-store,Entertainment,5,0
TXN15507,41,Male,Medium,4130.49,In-store,Clothing,26,0
TXN15508,57,Female,High,871.76,Online,Grocery,19,0
TXN15509,62,Male,Low,2107.86,Online,Others,48,0
TXN15510,27,Female,Low,185.68,In-store,Clothing,36,0
TXN15511,19,Male,Medium,3244.29,In-store,Grocery,31,0
TXN15512,57,Female,Low,474.72,Online,Others,12,0
TXN15513,23,Female,Very High,3618.77,Online,Grocery,12,0
TXN15514,65,Male,Medium,3355.23,Online,Electronics,2,0
TXN15515,35,Male,Medium,2097.02,Online,Electronics,7,0
TXN15516,34,Male,Low,2448.9,In-store,Clothing,24,0
TXN15517,55,Female,Medium,4186.35,In-store,Entertainment,21,0
TXN15518,62,Male,Low,1287.78,In-store,Others,36,0
TXN15519,40,Female,High,3190.77,Online,Electronics,21,0
TXN15520,63,Male,Low,2872.32,In-store,Entertainment,0,0
TXN15521,47,Male,Medium,3627.79,Online,Electronics,1,0
TXN15522,38,Female,Medium,2024.99,Online,Clothing,28,0
TXN15523,27,Male,High,4407.73,In-store,Clothing,37,0
TXN15524,60,Female,High,1187.51,Online,Grocery,10,0
TXN15525,30,Male,Low,4024.42,In-store,Grocery,9,0
TXN15526,29,Female,Low,3016.39,Online,Grocery,18,0
TXN15527,26,Male,Low,3999.08,In-store,Entertainment,44,0
TXN15528,21,Female,High,4816.8,Online,Electronics,3,0
TXN15529,56,Male,Low,25.17,In-store,Entertainment,0,0
TXN15530,41,Male,Low,152.09,Online,Grocery,42,0
TXN15531,51,Female,Low,12.91,Online,Clothing,40,0
TXN15532,56,Male,Low,1569.78,Online,Others,4,0
TXN15533,58,Male,High,1974.93,Online,Electronics,43,0
TXN15534,22,Male,Low,1875.48,In-store,Electronics,28,0
TXN15535,32,Male,Low,254.77,Online,Clothing,33,0
TXN15536,67,Female,Very High,4514.52,Online,Entertainment,34,0
TXN15537,21,Female,Low,652.4,In-store,Grocery,35,0
TXN15538,68,Male,Low,2702.6,In-store,Clothing,11,0
TXN15539,69,Female,Medium,4526.69,Online,Clothing,27,0
TXN15540,56,Female,Very High,2703.31,Online,Electronics,39,0
TXN15541,25,Male,Very High,1852.61,Online,Electronics,4,0
TXN15542,66,Male,Medium,3525.8,In-store,Grocery,25,0
TXN15543,62,Male,High,4979.01,Online,Others,14,0
TXN15544,41,Female,Medium,3012.42,Online,Entertainment,17,0
TXN15545,45,Male,Medium,3229.49,Online,Others,12,0
TXN15546,60,Male,Medium,911.62,Online,Clothing,33,0
TXN15547,44,Male,Medium,1324.41,Online,Electronics,5,0
TXN15548,18,Female,High,3974.37,Online,Entertainment,34,0
TXN15549,51,Male,High,3752.97,Online,Others,37,0
TXN15550,34,Female,Medium,1199.81,In-store,Grocery,4,0
TXN15551,54,Female,High,2534.59,Online,Others,47,0
TXN15552,55,Female,Medium,4393.5,In-store,Grocery,45,0
TXN15553,43,Male,High,900.74,Online,Entertainment,35,0
TXN15554,41,Male,Medium,3627.64,Online,Electronics,10,0
TXN15555,56,Male,High,1744.61,Online,Grocery,19,0
TXN15556,38,Female,Low,338.85,Online,Electronics,46,0
TXN15557,47,Female,High,1409.45,In-store,Grocery,16,0
TXN15558,64,Female,High,2103.28,Online,Electronics,38,0
TXN15559,68,Male,High,3726.17,In-store,Clothing,2,0
TXN15560,65,Female,High,645.37,In-store,Grocery,16,0
TXN15561,30,Female,High,4289.28,In-store,Grocery,49,0
TXN15562,54,Female,Low,1620.69,In-store,Grocery,46,0
TXN15563,20,Female,Low,761.11,Online,Electronics,39,0
TXN15564,49,Female,Low,1859.48,Online,Entertainment,37,0
TXN15565,52,Female,Medium,4639.27,In-store,Electronics,17,0
TXN15566,36,Female,Low,2823.01,Online,Grocery,43,0
TXN15567,31,Female,High,1757.25,In-store,Grocery,28,0
TXN15568,65,Male,Very High,2154.34,Online,Grocery,23,0
TXN15569,39,Female,High,3692.63,Online,Clothing,17,0
TXN15570,34,Female,Medium,228.32,Online,Electronics,45,1
TXN15571,21,Female,Low,4755.61,In-store,Others,48,0
TXN15572,62,Female,High,4166.08,Online,Entertainment,22,0
TXN15573,57,Female,High,4434.98,In-store,Grocery,40,0
TXN15574,36,Female,Low,3339.37,In-store,Others,10,0
TXN15575,54,Male,Low,2958.01,In-store,Clothing,35,1
TXN15576,19,Female,High,1720.34,Online,Clothing,18,0
TXN15577,32,Male,High,1510.5,Online,Grocery,43,0
TXN15578,19,Female,Very High,453.81,Online,Others,41,0
TXN15579,28,Female,Low,178.51,In-store,Others,14,1
TXN15580,62,Male,Medium,280.3,Online,Clothing,32,0
TXN15581,40,Female,High,903.62,Online,Grocery,41,0
TXN15582,27,Male,Low,818.17,Online,Entertainment,23,0
TXN15583,20,Female,Medium,3928.79,In-store,Entertainment,38,0
TXN15584,22,Male,Medium,534.63,Online,Clothing,38,0
TXN15585,20,Male,Low,3831.37,Online,Clothing,30,0
TXN15586,55,Female,High,2205.86,Online,Clothing,1,0
TXN15587,30,Female,Very High,4799.54,In-store,Electronics,47,0
TXN15588,59,Female,Medium,3024.9,Online,Electronics,32,0
TXN15589,36,Male,Medium,2794.21,Online,Others,26,0
TXN15590,57,Male,Medium,3217.88,Online,Entertainment,29,0
TXN15591,67,Female,Low,2474.12,Online,Grocery,28,0
TXN15592,52,Male,Low,2858.89,In-store,Entertainment,46,0
TXN15593,41,Male,Medium,3533.34,Online,Clothing,38,0
TXN15594,41,Female,Low,4220.23,In-store,Electronics,6,0
TXN15595,34,Female,Medium,4610.32,Online,Clothing,30,0
TXN15596,57,Male,Medium,3444.43,Online,Entertainment,25,0
TXN15597,27,Female,Medium,4588.54,Online,Entertainment,34,0
TXN15598,19,Female,Medium,2725.16,Online,Electronics,18,0
TXN15599,61,Male,High,1187.73,Online,Grocery,34,0
TXN15600,40,Female,Low,1700.26,Online,Clothing,0,0
TXN15601,23,Female,High,4318.3,Online,Clothing,18,0
TXN15602,19,Male,Very High,3222.23,Online,Others,30,0
TXN15603,38,Female,High,1400.8,In-store,Clothing,38,0
TXN15604,52,Female,Low,2891.33,Online,Grocery,1,0
TXN15605,66,Male,High,3323.43,In-store,Electronics,2,0
TXN15606,46,Male,High,4991.62,Online,Grocery,12,0
TXN15607,24,Male,High,2537.94,In-store,Others,41,0
TXN15608,46,Male,Medium,4507.67,In-store,Others,18,0
TXN15609,54,Male,High,1705.26,Online,Entertainment,23,0
TXN15610,40,Female,Low,3195.22,In-store,Clothing,2,0
TXN15611,50,Male,Medium,3963.37,Online,Entertainment,25,0
TXN15612,25,Male,Medium,4656.25,In-store,Others,6,0
TXN15613,29,Male,High,2416.78,In-store,Others,11,0
TXN15614,63,Female,High,4276.9,Online,Grocery,27,0
TXN15615,65,Female,High,2625.87,Online,Clothing,38,0
TXN15616,27,Male,Low,3244.52,In-store,Electronics,22,0
TXN15617,32,Female,High,1215.85,Online,Grocery,46,0
TXN15618,41,Female,Medium,4122.8,Online,Clothing,43,0
TXN15619,43,Female,High,4842.07,In-store,Entertainment,15,0
TXN15620,64,Male,Very High,3893.02,In-store,Others,15,0
TXN15621,59,Male,Medium,1356.33,Online,Entertainment,1,0
TXN15622,56,Female,High,376.51,In-store,Entertainment,11,0
TXN15623,20,Male,Very High,302.35,In-store,Others,20,0
TXN15624,19,Female,Low,3578.67,In-store,Entertainment,42,0
TXN15625,23,Female,High,3938.86,Online,Entertainment,46,0
TXN15626,38,Female,Low,3331.47,In-store,Grocery,38,0
TXN15627,26,Male,Low,3345.15,Online,Grocery,31,0
TXN15628,27,Female,High,4595.67,In-store,Clothing,22,0
TXN15629,53,Female,Very High,2230.6,Online,Electronics,35,0
TXN15630,20,Male,Low,2474.67,Online,Electronics,42,0
TXN15631,58,Male,High,1231.45,Online,Grocery,11,0
TXN15632,41,Male,Medium,4999.2,In-store,Electronics,1,0
TXN15633,39,Male,Medium,4722.05,Online,Clothing,21,0
TXN15634,66,Male,Medium,1181.25,Online,Grocery,48,0
TXN15635,31,Female,Medium,1146.38,Online,Grocery,34,0
TXN15636,59,Female,Low,3866.63,Online,Grocery,16,1
TXN15637,62,Female,Low,936.57,Online,Grocery,19,0
TXN15638,61,Male,Very High,1017.19,Online,Electronics,1,0
TXN15639,44,Male,High,4277.28,Online,Clothing,46,0
TXN15640,50,Female,Low,2974.6,In-store,Electronics,36,0
TXN15641,39,Female,High,1406.66,Online,Clothing,25,0
TXN15642,46,Female,Medium,2015.33,In-store,Grocery,11,0
TXN15643,36,Male,High,866.34,Online,Grocery,11,0
TXN15644,36,Female,Low,2969.45,In-store,Grocery,19,0
TXN15645,23,Male,High,787.79,Online,Clothing,37,0
TXN15646,62,Male,Low,1602.96,In-store,Grocery,29,0
TXN15647,36,Female,Low,4845.35,In-store,Grocery,49,0
TXN15648,30,Female,High,2844.63,In-store,Grocery,36,0
TXN15649,43,Male,High,1743.71,Online,Others,24,0
TXN15650,39,Female,Medium,4628.28,Online,Clothing,2,0
TXN15651,38,Female,Medium,1855.81,In-store,Grocery,3,0
TXN15652,53,Female,High,3628.44,Online,Grocery,9,0
TXN15653,19,Male,Low,1652.07,Online,Others,31,0
TXN15654,64,Male,High,1522.23,In-store,Grocery,19,0
TXN15655,61,Female,Low,2372.36,Online,Clothing,7,0
TXN15656,47,Female,Low,2789.16,Online,Electronics,26,0
TXN15657,44,Male,Medium,2154.01,In-store,Clothing,25,0
TXN15658,24,Male,Low,4164.12,Online,Others,18,1
TXN15659,37,Male,Low,3464.62,Online,Others,2,0
TXN15660,67,Male,Medium,4811.04,Online,Others,7,0
TXN15661,48,Female,High,1921.25,Online,Grocery,35,0
TXN15662,40,Male,Medium,2710.99,Online,Grocery,44,0
TXN15663,30,Female,Medium,4335.7,In-store,Electronics,32,0
TXN15664,34,Male,Low,1377.93,Online,Clothing,1,0
TXN15665,21,Male,Medium,3747.12,In-store,Entertainment,42,0
TXN15666,31,Female,Low,2959.55,In-store,Clothing,10,0
TXN15667,37,Female,High,2963.2,In-store,Clothing,19,0
TXN15668,30,Female,Low,1318.61,Online,Clothing,33,0
TXN15669,20,Female,Very High,1357.02,Online,Grocery,44,0
TXN15670,43,Male,Low,4658.48,Online,Electronics,36,0
TXN15671,43,Female,High,213.07,Online,Entertainment,3,0
TXN15672,35,Male,Low,2728.39,Online,Electronics,13,0
TXN15673,49,Female,Low,3454.97,Online,Others,13,0
TXN15674,31,Female,Medium,914.26,Online,Electronics,43,0
TXN15675,64,Male,Low,2668.5,Online,Clothing,9,0
TXN15676,20,Female,Low,4517.91,In-store,Grocery,9,0
TXN15677,18,Female,Low,4053.48,Online,Clothing,30,0
TXN15678,43,Male,Low,4405.73,Online,Electronics,49,0
TXN15679,41,Male,Medium,2086.57,In-store,Electronics,12,0
TXN15680,66,Female,Low,3087.84,Online,Electronics,46,0
TXN15681,52,Female,Low,936.75,Online,Clothing,16,0
TXN15682,31,Female,Medium,4322.63,Online,Others,35,0
TXN15683,20,Male,High,767.81,In-store,Clothing,22,0
TXN15684,30,Male,Low,612.35,In-store,Grocery,3,1
TXN15685,64,Male,Low,4075.97,Online,Electronics,33,0
TXN15686,67,Female,Medium,1796.22,Online,Grocery,6,0
TXN15687,31,Male,Very High,3685.74,Online,Electronics,14,0
TXN15688,38,Female,Medium,4867.35,Online,Electronics,28,0
TXN15689,43,Male,High,1716.06,In-store,Others,23,0
TXN15690,20,Female,Very High,4733.39,In-store,Grocery,27,0
TXN15691,68,Male,Medium,1312.34,Online,Grocery,31,0
TXN15692,57,Male,Medium,3873.49,In-store,Clothing,45,0
TXN15693,21,Female,High,2781.19,Online,Grocery,37,0
TXN15694,53,Female,Low,3872.34,Online,Electronics,36,0
TXN15695,68,Female,Very High,1211.25,In-store,Clothing,44,0
TXN15696,60,Male,Medium,3915.68,In-store,Clothing,9,1
TXN15697,18,Male,Very High,3614.13,In-store,Electronics,10,0
TXN15698,57,Female,High,531.33,Online,Clothing,23,0
TXN15699,64,Female,Low,3112.9,In-store,Others,34,0
TXN15700,50,Female,Low,1931.31,In-store,Electronics,40,0
TXN15701,24,Male,Low,4368.75,Online,Entertainment,13,0
TXN15702,69,Female,Low,1676.25,In-store,Electronics,1,0
TXN15703,69,Male,Low,3556.62,Online,Grocery,13,0
TXN15704,28,Male,High,2971.94,Online,Clothing,4,0
TXN15705,44,Male,Low,3094.81,In-store,Entertainment,10,0
TXN15706,31,Male,High,697.23,In-store,Clothing,12,0
TXN15707,39,Male,Medium,1199.92,Online,Others,49,0
TXN15708,33,Male,Medium,3236.88,In-store,Others,0,0
TXN15709,63,Male,Medium,186.55,In-store,Grocery,15,0
TXN15710,29,Female,Very High,4489.54,Online,Clothing,30,0
TXN15711,66,Female,Medium,3597.48,In-store,Grocery,1,0
TXN15712,63,Male,Low,389.11,Online,Grocery,40,0
TXN15713,27,Male,Medium,2928.43,In-store,Others,47,0
TXN15714,41,Male,Low,4976.26,In-store,Grocery,46,0
TXN15715,63,Male,Medium,448.59,In-store,Electronics,20,0
TXN15716,35,Male,Medium,125.46,Online,Electronics,4,0
TXN15717,39,Male,High,1801.05,Online,Others,48,0
TXN15718,26,Female,Very High,2364.03,In-store,Others,5,0
TXN15719,34,Female,Very High,2794.28,In-store,Electronics,2,1
TXN15720,55,Female,Low,2275.01,In-store,Electronics,1,1
TXN15721,57,Female,Medium,3242.83,Online,Electronics,6,0
TXN15722,30,Male,Medium,3885.77,Online,Clothing,8,0
TXN15723,67,Female,Low,311.85,In-store,Clothing,1,0
TXN15724,54,Female,High,2107.25,In-store,Electronics,41,0
TXN15725,23,Male,Very High,741.14,Online,Grocery,33,0
TXN15726,38,Female,Low,3261.84,Online,Electronics,25,0
TXN15727,68,Female,Low,3363.09,In-store,Electronics,22,0
TXN15728,53,Female,High,4076.88,Online,Electronics,12,0
TXN15729,24,Male,Low,4265.44,Online,Others,34,0
TXN15730,53,Female,Medium,4982.13,Online,Grocery,13,0
TXN15731,42,Female,High,350.05,In-store,Electronics,17,0
TXN15732,28,Male,Low,4264.37,In-store,Grocery,4,0
TXN15733,61,Male,Medium,4662.55,Online,Clothing,0,0
TXN15734,31,Male,Low,4698.98,In-store,Clothing,12,0
TXN15735,62,Male,Low,191.77,In-store,Clothing,22,0
TXN15736,46,Female,Low,3299.57,In-store,Grocery,23,0
TXN15737,27,Male,High,4307.17,In-store,Grocery,47,0
TXN15738,67,Female,Low,947.75,Online,Entertainment,39,0
TXN15739,65,Female,Medium,2885.27,Online,Others,15,0
TXN15740,22,Male,Medium,2313.54,Online,Electronics,18,0
TXN15741,25,Male,Medium,925.3,In-store,Grocery,16,0
TXN15742,63,Male,High,1963.62,Online,Others,48,0
TXN15743,22,Male,Medium,1515.47,Online,Grocery,29,0
